"","Level","Date","State.FIPS","State.Postal.Code","County.FIPS","County.Name","Population.Staying.at.Home","Population.Not.Staying.at.Home","Number.of.Trips","Number.of.Trips..1","Number.of.Trips.1.3","Number.of.Trips.3.5","Number.of.Trips.5.10","Number.of.Trips.10.25","Number.of.Trips.25.50","Number.of.Trips.50.100","Number.of.Trips.100.250","Number.of.Trips.250.500","Number.of.Trips...500","Row.ID","Week","Month"
"538687","County","2019/05/23",12,"FL",12057,"Hillsborough County",209480,1262488,5766443,1345992,1477851,729212,975080,981912,190711,42044,15130,2546,5965,"12-12057-20190523",20,5
"542549","County","2019/05/24",12,"FL",12057,"Hillsborough County",204567,1267401,6080771,1419196,1572666,778664,1034363,1001327,200527,45757,18446,3632,6193,"12-12057-20190524",20,5
"545045","County","2019/05/25",12,"FL",12057,"Hillsborough County",217841,1254127,6005318,1465835,1588916,753643,993951,921153,206270,48160,17952,2823,6615,"12-12057-20190525",20,5
"547002","County","2019/05/26",12,"FL",12057,"Hillsborough County",223066,1248902,5922961,1476346,1581087,727516,959241,894018,210930,47943,15550,3187,7143,"12-12057-20190526",21,5
"550167","County","2019/05/27",12,"FL",12057,"Hillsborough County",235116,1236852,5177472,1257124,1445483,625399,810908,761367,200529,48936,17365,3748,6613,"12-12057-20190527",21,5
"553474","County","2019/05/28",12,"FL",12057,"Hillsborough County",210804,1261164,6368864,1572132,1678087,789314,1024606,1041844,198571,40648,13760,3087,6815,"12-12057-20190528",21,5
"556567","County","2019/05/29",12,"FL",12057,"Hillsborough County",207012,1264956,6322934,1533628,1655896,793930,1021048,1053477,202071,40284,13446,2745,6409,"12-12057-20190529",21,5
"559746","County","2019/05/30",12,"FL",12057,"Hillsborough County",203506,1268462,6205394,1484134,1603657,780157,1017771,1052768,202388,40761,14093,3273,6392,"12-12057-20190530",21,5
"562914","County","2019/05/31",12,"FL",12057,"Hillsborough County",200750,1271218,6576796,1559843,1740926,839755,1069643,1087939,208101,43517,17065,3816,6191,"12-12057-20190531",21,5
"565976","County","2019/06/01",12,"FL",12057,"Hillsborough County",224749,1247219,6188097,1538650,1695234,786198,963323,923046,204972,49243,17527,3694,6210,"12-12057-20190601",21,6
"569131","County","2019/06/02",12,"FL",12057,"Hillsborough County",238531,1233437,5597244,1376536,1551651,706315,864068,830152,193381,47718,17112,3249,7062,"12-12057-20190602",22,6
"572305","County","2019/06/03",12,"FL",12057,"Hillsborough County",217179,1254789,6179405,1509786,1622833,761009,984327,1028522,205600,43335,15609,2917,5467,"12-12057-20190603",22,6
"575436","County","2019/06/04",12,"FL",12057,"Hillsborough County",218004,1253964,5967722,1456831,1540832,732328,930921,1039639,202745,42328,13958,2454,5686,"12-12057-20190604",22,6
"578562","County","2019/06/05",12,"FL",12057,"Hillsborough County",219864,1252104,5754953,1356304,1509444,701274,924766,999632,199074,41481,15130,2590,5258,"12-12057-20190605",22,6
"581754","County","2019/06/06",12,"FL",12057,"Hillsborough County",212111,1259857,6180504,1498193,1587660,768653,1002489,1047449,208342,42656,15764,3033,6265,"12-12057-20190606",22,6
"584857","County","2019/06/07",12,"FL",12057,"Hillsborough County",210387,1261581,6464803,1604472,1648193,823901,1027462,1081760,206594,44233,18239,2906,7043,"12-12057-20190607",22,6
"587996","County","2019/06/08",12,"FL",12057,"Hillsborough County",225135,1246833,6162134,1564775,1646475,790818,963653,919591,203601,46197,18337,3643,5044,"12-12057-20190608",22,6
"591114","County","2019/06/09",12,"FL",12057,"Hillsborough County",250731,1221237,5120396,1215890,1436651,636363,811413,771746,172076,46483,20816,3068,5890,"12-12057-20190609",23,6
"594291","County","2019/06/10",12,"FL",12057,"Hillsborough County",232848,1239120,5504896,1300040,1438209,682082,883200,937493,195705,43287,16064,3048,5768,"12-12057-20190610",23,6
"598320","County","2019/06/11",12,"FL",12057,"Hillsborough County",232413,1239555,5673920,1345847,1471698,709518,905557,983049,194919,42042,13991,2248,5051,"12-12057-20190611",23,6
"602494","County","2019/06/12",12,"FL",12057,"Hillsborough County",221243,1250725,5567027,1305089,1405410,687276,912371,986523,204681,42972,14805,2793,5107,"12-12057-20190612",23,6
"604978","County","2019/06/13",12,"FL",12057,"Hillsborough County",218418,1253550,5776247,1406104,1445299,702104,926921,1019130,209519,42886,15233,3022,6029,"12-12057-20190613",23,6
"606671","County","2019/06/14",12,"FL",12057,"Hillsborough County",217215,1254753,6024151,1442772,1519829,762965,975104,1029761,219427,47121,18822,3082,5268,"12-12057-20190614",23,6
"611370","County","2019/06/15",12,"FL",12057,"Hillsborough County",227676,1244292,6026113,1472895,1594799,769039,958006,947440,214457,47025,15858,2695,3899,"12-12057-20190615",23,6
"612972","County","2019/06/16",12,"FL",12057,"Hillsborough County",238951,1233017,5039126,1209336,1374448,620843,798038,776308,184216,48873,18160,3100,5804,"12-12057-20190616",24,6
"617540","County","2019/06/17",12,"FL",12057,"Hillsborough County",221453,1250515,5604110,1349819,1439433,698351,884354,962173,201743,44125,15794,2982,5336,"12-12057-20190617",24,6
"619279","County","2019/06/18",12,"FL",12057,"Hillsborough County",220834,1251134,5628788,1318918,1460403,692652,906300,980876,203619,44426,13591,2963,5040,"12-12057-20190618",24,6
"622304","County","2019/06/19",12,"FL",12057,"Hillsborough County",218854,1253114,5822865,1392693,1526504,722547,926593,992148,198804,43198,12903,2629,4846,"12-12057-20190619",24,6
"625576","County","2019/06/20",12,"FL",12057,"Hillsborough County",222829,1249139,5637662,1318180,1466781,701400,910501,972656,201949,44045,14054,3079,5017,"12-12057-20190620",24,6
"628912","County","2019/06/21",12,"FL",12057,"Hillsborough County",219362,1252606,5982957,1386134,1592873,742997,977672,1006336,206041,46065,16259,3729,4851,"12-12057-20190621",24,6
"631955","County","2019/06/22",12,"FL",12057,"Hillsborough County",233885,1238083,6009190,1471700,1618727,763277,954039,912294,215680,51050,15448,2816,4159,"12-12057-20190622",24,6
"635021","County","2019/06/23",12,"FL",12057,"Hillsborough County",225336,1246632,5253234,1236955,1433964,660099,836283,801780,201666,51564,19703,4046,7174,"12-12057-20190623",25,6
"638336","County","2019/06/24",12,"FL",12057,"Hillsborough County",218966,1253002,5619890,1316990,1459705,702334,927582,936517,199405,48311,18539,3127,7380,"12-12057-20190624",25,6
"641411","County","2019/06/25",12,"FL",12057,"Hillsborough County",240446,1231522,5287790,1172355,1284461,663640,924845,958851,201901,55638,16467,3037,6595,"12-12057-20190625",25,6
"645874","County","2019/06/26",12,"FL",12057,"Hillsborough County",249783,1222185,5311450,1200933,1304585,654454,915120,947737,206323,58027,15082,3111,6078,"12-12057-20190626",25,6
"648166","County","2019/06/27",12,"FL",12057,"Hillsborough County",242180,1229788,5258330,1200644,1269176,634993,896241,954105,215652,61436,16670,3310,6103,"12-12057-20190627",25,6
"652034","County","2019/06/28",12,"FL",12057,"Hillsborough County",235997,1235971,5473808,1269527,1309392,660726,948843,992655,206063,59104,17627,3434,6437,"12-12057-20190628",25,6
"655214","County","2019/06/29",12,"FL",12057,"Hillsborough County",250077,1221891,5534045,1291792,1420061,674801,943875,906513,208705,61003,17732,3568,5995,"12-12057-20190629",25,6
"658905","County","2019/06/30",12,"FL",12057,"Hillsborough County",258264,1213704,5006664,1161286,1327274,607825,851701,775904,190422,59823,20669,4386,7374,"12-12057-20190630",26,6
"661697","County","2019/07/01",12,"FL",12057,"Hillsborough County",236960,1235008,5321846,1210624,1368829,649724,900205,903812,204497,56710,17072,3544,6829,"12-12057-20190701",26,7
"664393","County","2019/07/02",12,"FL",12057,"Hillsborough County",236930,1235038,5376257,1211486,1326117,682385,914228,955788,201604,57422,16881,3854,6492,"12-12057-20190702",26,7
"669143","County","2019/07/03",12,"FL",12057,"Hillsborough County",235434,1236534,5311000,1235842,1313481,653928,899684,917560,198770,65127,16751,3287,6570,"12-12057-20190703",26,7
"669605","County","2019/07/04",12,"FL",12057,"Hillsborough County",256482,1215486,4537935,1027985,1151910,533806,731961,776421,211809,70741,22558,3691,7053,"12-12057-20190704",26,7
"673929","County","2019/07/05",12,"FL",12057,"Hillsborough County",236310,1235658,5595463,1271230,1365931,689916,951441,992912,224668,68367,20248,3731,7019,"12-12057-20190705",26,7
"677266","County","2019/07/06",12,"FL",12057,"Hillsborough County",243024,1228944,5533137,1268727,1433437,675782,923083,899997,219769,78738,22326,4165,7113,"12-12057-20190706",26,7
"680787","County","2019/07/07",12,"FL",12057,"Hillsborough County",259173,1212795,4867872,1135221,1254290,594535,803854,781855,192587,69406,22333,4698,9093,"12-12057-20190707",27,7
"684072","County","2019/07/08",12,"FL",12057,"Hillsborough County",238193,1233775,5137673,1170871,1241780,628676,903619,904195,196746,58065,20277,5287,8157,"12-12057-20190708",27,7
"686999","County","2019/07/09",12,"FL",12057,"Hillsborough County",236911,1235057,5028447,1089440,1283713,614992,880186,884312,188515,55820,18244,6239,6986,"12-12057-20190709",27,7
"691192","County","2019/07/10",12,"FL",12057,"Hillsborough County",236306,1235662,5178176,1163648,1269928,644033,876915,934141,195326,59680,22662,4179,7664,"12-12057-20190710",27,7
"692371","County","2019/07/11",12,"FL",12057,"Hillsborough County",239064,1232904,5331460,1233969,1296535,637540,900226,969023,197151,65346,19492,4802,7376,"12-12057-20190711",27,7
"695462","County","2019/07/12",12,"FL",12057,"Hillsborough County",231178,1240790,5517372,1235345,1391516,686151,930117,970740,210449,61425,19868,4648,7113,"12-12057-20190712",27,7
"697882","County","2019/07/13",12,"FL",12057,"Hillsborough County",246090,1225878,5585115,1323844,1420205,692334,949604,907794,198626,61122,20363,4521,6702,"12-12057-20190713",27,7
"703054","County","2019/07/14",12,"FL",12057,"Hillsborough County",250777,1221191,4967460,1136715,1304969,641761,819729,783358,177422,63511,25746,4560,9689,"12-12057-20190714",28,7
"704268","County","2019/07/15",12,"FL",12057,"Hillsborough County",233349,1238619,5227500,1173169,1291499,660246,892135,925967,191724,59073,19244,4749,9694,"12-12057-20190715",28,7
"707258","County","2019/07/16",12,"FL",12057,"Hillsborough County",234999,1236969,5385082,1216850,1363528,662792,914747,957553,187851,52168,17220,3987,8386,"12-12057-20190716",28,7
"713289","County","2019/07/17",12,"FL",12057,"Hillsborough County",234831,1237137,5606829,1328008,1396433,675881,953832,972468,198142,54941,17081,3376,6667,"12-12057-20190717",28,7
"715622","County","2019/07/18",12,"FL",12057,"Hillsborough County",234846,1237122,5525219,1268720,1358295,695470,960769,969094,191877,50171,18501,3530,8792,"12-12057-20190718",28,7
"716851","County","2019/07/19",12,"FL",12057,"Hillsborough County",230746,1241222,5772853,1300269,1436854,735535,999834,1005066,207844,56463,20854,3511,6623,"12-12057-20190719",28,7
"720080","County","2019/07/20",12,"FL",12057,"Hillsborough County",243875,1228093,5770591,1347683,1477050,714575,979177,937094,225991,59167,19591,3998,6265,"12-12057-20190720",28,7
"725545","County","2019/07/21",12,"FL",12057,"Hillsborough County",252581,1219387,5014724,1134383,1278933,637774,862974,823970,184618,57570,21296,4404,8802,"12-12057-20190721",29,7
"726386","County","2019/07/22",12,"FL",12057,"Hillsborough County",240338,1231630,5449049,1242069,1329604,685217,953621,971534,188641,48583,17355,3585,8840,"12-12057-20190722",29,7
"730733","County","2019/07/23",12,"FL",12057,"Hillsborough County",240864,1231104,5466286,1254252,1336913,668258,952830,984717,192252,50361,16273,3252,7178,"12-12057-20190723",29,7
"733814","County","2019/07/24",12,"FL",12057,"Hillsborough County",243071,1228897,5560981,1261022,1412064,682944,957793,985323,189105,46994,15770,3419,6547,"12-12057-20190724",29,7
"735725","County","2019/07/25",12,"FL",12057,"Hillsborough County",246724,1225244,5227681,1138194,1290347,691483,946005,919023,176027,36386,18813,3647,7756,"12-12057-20190725",29,7
"739737","County","2019/07/26",12,"FL",12057,"Hillsborough County",239651,1232317,5644090,1265445,1414802,737078,993884,974235,186478,42102,19626,3603,6837,"12-12057-20190726",29,7
"744370","County","2019/07/27",12,"FL",12057,"Hillsborough County",256176,1215792,5748864,1349826,1429334,745030,1023562,942063,190750,41200,17730,3122,6247,"12-12057-20190727",29,7
"747599","County","2019/07/28",12,"FL",12057,"Hillsborough County",267270,1204698,5168326,1153093,1347128,665324,873224,885167,173852,41735,19092,3806,5905,"12-12057-20190728",30,7
"748227","County","2019/07/29",12,"FL",12057,"Hillsborough County",239467,1232501,5579148,1289084,1355330,706601,995587,986824,185749,34745,16812,3092,5324,"12-12057-20190729",30,7
"754128","County","2019/07/30",12,"FL",12057,"Hillsborough County",244003,1227965,5646394,1252317,1393725,728446,1012967,1020215,183068,34500,12661,2272,6223,"12-12057-20190730",30,7
"754619","County","2019/07/31",12,"FL",12057,"Hillsborough County",239290,1232678,5571831,1233007,1385965,712703,974608,1023861,183114,33988,14746,2818,7021,"12-12057-20190731",30,7
"757361","County","2019/08/01",12,"FL",12057,"Hillsborough County",235483,1236485,5616861,1234431,1372343,767416,981668,1018911,176872,38223,17558,2745,6694,"12-12057-20190801",30,8
"760818","County","2019/08/02",12,"FL",12057,"Hillsborough County",229500,1242468,5868271,1268550,1489212,791340,1029392,1048752,173840,37467,19205,3200,7313,"12-12057-20190802",30,8
"763744","County","2019/08/03",12,"FL",12057,"Hillsborough County",244228,1227740,5906003,1333994,1502409,780789,1049640,983181,184905,42414,19275,3469,5927,"12-12057-20190803",30,8
"767110","County","2019/08/04",12,"FL",12057,"Hillsborough County",261190,1210778,5279583,1221409,1363062,703757,900138,852571,166322,40157,20200,4151,7816,"12-12057-20190804",31,8
"770216","County","2019/08/05",12,"FL",12057,"Hillsborough County",239718,1232250,5619406,1262924,1357746,768549,1016898,973220,177953,36070,16091,3084,6871,"12-12057-20190805",31,8
"773563","County","2019/08/06",12,"FL",12057,"Hillsborough County",249715,1222253,5697421,1287226,1414153,734518,1021273,1005323,171516,35335,18050,3186,6841,"12-12057-20190806",31,8
"778803","County","2019/08/07",12,"FL",12057,"Hillsborough County",254221,1217747,6073486,1418505,1545503,779982,1027965,1064597,183408,33625,13032,2524,4345,"12-12057-20190807",31,8
"779825","County","2019/08/08",12,"FL",12057,"Hillsborough County",244955,1227013,5653062,1275631,1421430,806353,971530,941301,176595,34168,14626,2668,8760,"12-12057-20190808",31,8
"785254","County","2019/08/09",12,"FL",12057,"Hillsborough County",204217,1267751,6128593,1384282,1445860,980452,975684,1045634,227117,46061,16931,2145,4427,"12-12057-20190809",31,8
"785696","County","2019/08/10",12,"FL",12057,"Hillsborough County",222650,1249318,5938773,1344917,1462452,943341,928423,970989,220098,46588,14960,2515,4490,"12-12057-20190810",31,8
"791468","County","2019/08/11",12,"FL",12057,"Hillsborough County",247616,1224352,5337719,1185005,1367193,793485,860862,845235,214449,45467,17706,2713,5604,"12-12057-20190811",32,8
"793147","County","2019/08/12",12,"FL",12057,"Hillsborough County",232444,1239524,5790874,1309127,1399752,863140,929660,1003081,222138,40161,15140,2547,6128,"12-12057-20190812",32,8
"797480","County","2019/08/13",12,"FL",12057,"Hillsborough County",233307,1238661,5823507,1315549,1447782,826692,954098,1001637,215561,40590,13632,2288,5678,"12-12057-20190813",32,8
"799071","County","2019/08/14",12,"FL",12057,"Hillsborough County",227351,1244617,6032050,1363019,1492380,873529,964736,1045623,228141,44968,12900,2065,4689,"12-12057-20190814",32,8
"801711","County","2019/08/15",12,"FL",12057,"Hillsborough County",237123,1234845,5837203,1296230,1456823,807934,975746,997471,233833,45900,14852,2755,5659,"12-12057-20190815",32,8
"806892","County","2019/08/16",12,"FL",12057,"Hillsborough County",203740,1268228,6004589,1346726,1474027,826891,961457,1029913,278257,60822,19003,2702,4791,"12-12057-20190816",32,8
"810194","County","2019/08/17",12,"FL",12057,"Hillsborough County",215726,1256242,5878601,1318361,1473694,802175,953179,940253,295770,69706,18327,2727,4409,"12-12057-20190817",32,8
"811037","County","2019/08/18",12,"FL",12057,"Hillsborough County",233294,1238674,5176301,1111093,1307690,699368,826641,845099,286044,70668,20686,3225,5787,"12-12057-20190818",33,8
"816636","County","2019/08/19",12,"FL",12057,"Hillsborough County",218397,1253571,5582492,1254774,1363293,725753,901092,965685,285892,59342,17213,2824,6624,"12-12057-20190819",33,8
"819737","County","2019/08/20",12,"FL",12057,"Hillsborough County",225568,1246400,5764550,1305030,1400770,726797,929456,1042524,284785,52664,15033,2921,4570,"12-12057-20190820",33,8
